,Aggr,BA_Shapes-acc,BA_Shapes-completion,BA_Community-acc,BA_Community-completion,Tree_Cycle-acc,Tree_Cycle-completion,Cora-acc,Cora-completion
0,add,0.9930555555555556,0.8125,0.6851211072664359,0.7993079584775087,0.9111111111111111,0.9722222222222222,0.861878453038674,0.6887661141804788
1,multi,0.9930555555555556,0.9583333333333334,0.9792387543252595,0.8200692041522492,1.0,0.9777777777777777,0.858195211786372,0.7550644567219152
