,Aggr,BA_Shapes-acc,BA_Shapes-completion,BA_Community-acc,BA_Community-completion,Tree_Cycle-acc,Tree_Cycle-completion,Cora-acc,Cora-completion
0,add,0.4375,0.4375,0.643598615916955,0.6332179930795848,0.6111111111111112,0.6555555555555556,0.8747697974217311,0.861878453038674
1,multi,1.0,0.9652777777777778,0.7439446366782007,0.6955017301038062,1.0,1.0,0.8103130755064457,0.8176795580110497
