,Aggr,BA_Shapes-acc,BA_Shapes-completion,BA_Community-acc,BA_Community-completion,Tree_Cycle-acc,Tree_Cycle-completion,Cora-acc,Cora-completion
0,add,0.7430555555555556,0.6111111111111112,0.7231833910034602,0.6262975778546713,0.8833333333333333,0.8333333333333334,0.8710865561694291,0.6813996316758748
1,multi,0.9930555555555556,0.8611111111111112,0.9446366782006921,0.8615916955017301,0.9944444444444445,0.9722222222222222,0.8324125230202578,0.7237569060773481
